Date,Open,High,Low,Close,Adj Close,Volume
2023-11-01,36.500000,37.320000,36.279999,37.290001,37.167786,41710700
2023-11-02,37.580002,37.820000,36.910000,37.700001,37.576443,35440000
2023-11-03,38.000000,38.320000,37.669998,38.139999,38.014999,30493400
2023-11-06,38.020000,38.200001,37.849998,37.950001,37.950001,23877200
2023-11-07,38.240002,38.900002,37.980000,38.770000,38.770000,32052000
2023-11-08,38.849998,38.889999,37.750000,37.919998,37.919998,33483400
2023-11-09,38.049999,38.520000,37.770000,37.799999,37.799999,48955800
2023-11-10,38.240002,38.990002,38.240002,38.860001,38.860001,38862500
2023-11-13,38.349998,38.570000,38.139999,38.230000,38.230000,24558300
2023-11-14,38.799999,39.490002,38.070000,39.410000,39.410000,45457400
2023-11-15,39.590000,40.840000,39.580002,40.610001,40.610001,47392100
2023-11-16,41.000000,43.400002,40.820000,43.349998,43.349998,86405700
2023-11-17,42.910000,43.810001,42.560001,43.810001,43.810001,49735000
2023-11-20,43.779999,44.930000,43.779999,44.740002,44.740002,44564900
2023-11-21,44.500000,44.660000,43.299999,43.639999,43.639999,37252100
2023-11-22,44.029999,44.630001,43.540001,43.669998,43.669998,31481200
2023-11-24,43.680000,44.000000,43.610001,43.959999,43.959999,13037100
2023-11-27,43.650002,44.549999,43.650002,44.080002,44.080002,33339900
2023-11-28,43.689999,44.380001,43.660000,44.230000,44.230000,24548900
2023-11-29,44.599998,45.340000,44.599998,44.939999,44.939999,38982000
2023-11-30,44.650002,45.090000,44.410000,44.700001,44.700001,46263000
2023-12-01,44.360001,44.360001,42.860001,43.740002,43.740002,43922500
2023-12-04,43.299999,43.310001,41.689999,42.349998,42.349998,50417600
2023-12-05,41.910000,42.290001,41.610001,41.919998,41.919998,31859300
2023-12-06,42.480000,42.590000,41.169998,41.270000,41.270000,31992300
2023-12-07,41.750000,42.439999,41.180000,42.150002,42.150002,29118700
2023-12-08,41.840000,42.959999,41.810001,42.700001,42.700001,42805900
2023-12-11,43.160000,44.730000,43.080002,44.540001,44.540001,48288200
2023-12-12,44.360001,44.439999,43.630001,44.040001,44.040001,31452200
2023-12-13,44.080002,44.720001,43.330002,44.570000,44.570000,35216100
2023-12-14,45.009998,47.070000,44.650002,45.180000,45.180000,70620800
2023-12-15,45.939999,47.270000,45.669998,46.160000,46.160000,84553800
2023-12-18,46.150002,46.230000,45.400002,45.689999,45.689999,27895700
2023-12-19,45.599998,46.680000,45.509998,46.660000,46.660000,35358800
2023-12-20,46.639999,46.950001,45.700001,45.759998,45.759998,38159100
2023-12-21,46.480000,47.119999,46.020000,47.080002,47.080002,28320500
2023-12-22,47.250000,48.160000,47.200001,48.000000,48.000000,30053700
2023-12-26,48.919998,50.520000,48.709999,50.500000,50.500000,60287400
2023-12-27,50.630001,51.279999,50.189999,50.759998,50.759998,52148000
2023-12-28,50.810001,50.869999,50.160000,50.389999,50.389999,27705200
2023-12-29,50.299999,50.570000,49.770000,50.250000,50.250000,29266500
2024-01-02,49.200001,49.380001,47.450001,47.799999,47.799999,45905700
2024-01-03,47.099998,47.810001,46.799999,47.049999,47.049999,35858400
2024-01-04,45.720001,47.160000,45.240002,46.869999,46.869999,47797800
2024-01-05,47.029999,47.830002,46.639999,46.889999,46.889999,34332100
2024-01-08,47.070000,48.759998,46.970001,48.450001,48.450001,42135100
2024-01-09,48.009998,48.560001,47.799999,48.049999,48.049999,30097000
2024-01-10,48.240002,48.299999,46.939999,47.470001,47.470001,31480200
2024-01-11,47.439999,47.840000,46.730000,47.639999,47.639999,31707900
2024-01-12,47.599998,47.669998,46.610001,47.119999,47.119999,27448800
2024-01-16,46.980000,47.220001,46.380001,47.060001,47.060001,43720700
2024-01-17,46.419998,46.419998,45.650002,46.060001,46.060001,33488000
2024-01-18,47.029999,47.570000,46.169998,46.740002,46.740002,46681300
2024-01-19,47.000000,48.759998,46.439999,48.150002,48.150002,55912900
2024-01-22,48.849998,49.169998,47.639999,48.220001,48.220001,45639500
2024-01-23,48.119999,48.939999,47.320000,48.889999,48.889999,37224100
2024-01-24,49.169998,49.770000,48.270000,49.090000,49.090000,49375800
2024-01-25,50.000000,50.299999,48.970001,49.549999,49.549999,84845100
2024-01-26,44.180000,45.410000,43.349998,43.650002,43.650002,127567000
2024-01-29,43.709999,43.990002,42.810001,43.840000,43.840000,51790900
2024-01-30,43.669998,43.820000,42.889999,42.919998,42.919998,47958800
2024-01-31,42.570000,43.790001,42.360001,43.080002,43.080002,51518800
